id,t,d,wc_exp,bc_exp,edu,lnwage
253,7,2,0,5,10,10.482032
253,8,2,0,6,10,
253,9,3,0,6,11,
253,10,3,0,6,12,
253,11,2,0,7,12,
254,1,3,0,0,10,
254,2,2,0,1,10,
254,3,2,0,2,10,10.670015
254,4,2,0,3,10,10.388626
254,5,2,0,4,10,
254,6,2,0,5,10,10.543365
254,7,2,0,6,10,10.914896
254,8,2,0,7,10,9.5646524
254,9,2,0,8,10,9.3412285
254,10,2,0,9,10,10.637033
254,11,2,0,10,10,10.215374
255,1,3,0,0,8,
255,2,3,0,0,9,
255,3,3,0,0,10,
255,4,2,0,1,10,
255,5,2,0,2,10,
255,6,2,0,3,10,
255,7,2,0,4,10,
255,8,2,0,5,10,9.4152813
255,9,2,0,6,10,10.2578
255,10,2,0,7,10,
255,11,2,0,8,10,10.231567
256,1,3,0,0,9,
256,2,3,0,0,10,
256,3,3,0,0,11,
256,4,3,0,0,12,
256,5,3,0,0,13,
256,6,1,1,0,13,
256,7,3,1,0,14,
256,8,3,1,0,15,
256,9,1,2,0,15,9.2076969
256,10,1,3,0,15,10.454711
256,11,1,4,0,15,11.313987
257,1,2,0,1,12,
257,2,2,0,2,12,8.1307659
257,3,2,0,3,12,9.9768686
257,4,2,0,4,12,10.100944
257,5,2,0,5,12,10.253968
257,6,2,0,6,12,10.543365
257,7,2,0,7,12,10.522854
257,8,2,0,8,12,10.095281
257,9,2,0,9,12,10.095
257,10,2,0,10,12,10.846753
257,11,2,0,11,12,10.857228
258,1,3,0,0,10,
258,2,2,0,1,10,9.2293777
258,3,2,0,2,10,
258,4,2,0,3,10,10.226108
258,5,2,0,4,10,10.359329
258,6,2,0,5,10,10.03254
258,7,2,0,6,10,
258,8,2,0,7,10,
258,9,4,0,7,10,
258,10,4,0,7,10,
258,11,4,0,7,10,
259,1,3,0,0,9,
259,2,2,0,1,9,5.8761659
259,3,2,0,2,9,
259,4,2,0,3,9,
259,5,2,0,4,9,10.407651
259,6,2,0,5,9,10.100944
259,7,2,0,6,9,10.359329
259,8,2,0,7,9,10.725687
259,9,2,0,8,9,10.705175
259,10,2,0,9,9,10.2578
259,11,2,0,10,9,9.7466936
260,1,3,0,0,10,
260,2,3,0,0,11,
260,3,3,0,0,12,
260,4,3,0,0,13,
260,5,3,0,0,14,
260,6,3,0,0,15,
260,7,1,1,0,15,11.03048
260,8,2,1,1,15,10.974515
260,9,2,1,2,15,11.236513
260,10,2,1,3,15,11.508671
260,11,1,2,3,15,11.305119
261,1,3,0,0,9,
261,2,3,0,0,10,
261,3,3,0,0,11,
261,4,3,0,0,12,
261,5,3,0,0,13,
261,6,2,0,1,13,8.8239126
261,7,2,0,2,13,
261,8,3,0,2,14,
261,9,3,0,2,15,
261,10,3,0,2,16,
261,11,3,0,2,17,
262,1,3,0,0,11,
262,2,3,0,0,12,
262,3,3,0,0,13,
262,4,3,0,0,14,
262,5,3,0,0,15,
262,6,1,1,0,15,9.5608215
262,7,3,1,0,16,
262,8,3,1,0,17,
262,9,3,1,0,18,
262,10,1,2,0,18,9.9698372
262,11,1,3,0,18,10.924715
263,1,3,0,0,10,
263,2,3,0,0,11,
263,3,3,0,0,12,
263,4,3,0,0,13,
263,5,3,0,0,14,
263,6,1,1,0,14,8.3091841
263,7,3,1,0,15,
263,8,3,1,0,16,
263,9,3,1,0,17,
263,10,1,2,0,17,
263,11,1,3,0,17,12.06575
264,1,3,0,0,10,
264,2,3,0,0,11,
264,3,3,0,0,12,
264,4,3,0,0,13,
264,5,3,0,0,14,
264,6,1,1,0,14,8.4231024
264,7,1,2,0,14,
264,8,1,3,0,14,11.06873
264,9,1,4,0,14,11.322229
264,10,1,5,0,14,11.539901
264,11,1,6,0,14,11.53713
265,1,3,0,0,9,
265,2,3,0,0,10,
265,3,3,0,0,11,
265,4,3,0,0,12,
265,5,3,0,0,13,
265,6,3,0,0,14,
265,7,3,0,0,15,
265,8,3,0,0,16,
265,9,2,0,1,16,9.7888842
265,10,2,0,2,16,10.696054
265,11,2,0,3,16,10.727523
266,1,3,0,0,10,
266,2,3,0,0,11,
266,3,3,0,0,12,
266,4,3,0,0,13,
266,5,3,0,0,14,
266,6,3,0,0,15,
266,7,3,0,0,16,
266,8,2,0,1,16,10.012028
266,9,2,0,2,16,10.440122
266,10,2,0,3,16,10.593991
266,11,2,0,4,16,10.791183
267,1,3,0,0,11,
267,2,3,0,0,12,
267,3,3,0,0,13,
267,4,3,0,0,14,
267,5,3,0,0,15,
267,6,1,1,0,15,
267,7,1,2,0,15,10.547413
267,8,1,3,0,15,10.528388
267,9,1,4,0,15,11.602648
267,10,1,5,0,15,11.712387
267,11,1,6,0,15,12.024394
268,1,3,0,0,9,
268,2,3,0,0,10,
268,3,3,0,0,11,
268,4,3,0,0,12,
268,5,3,0,0,13,
268,6,3,0,0,14,
268,7,1,1,0,14,
268,8,3,1,0,15,
268,9,3,1,0,16,
268,10,1,2,0,16,
268,11,3,2,0,17,
269,1,3,0,0,10,
269,2,2,0,1,10,9.0950413
269,3,2,0,2,10,10.339346
269,4,2,0,3,10,10.573112
269,5,2,0,4,10,10.744123
269,6,2,0,5,10,10.919254
269,7,2,0,6,10,10.844836
269,8,2,0,7,10,10.80573
269,9,2,0,8,10,11.132619
269,10,2,0,9,10,11.251052
269,11,2,0,10,10,11.250771
270,1,3,0,0,11,
270,2,3,0,0,12,
270,3,2,0,1,12,10.656494
270,4,2,0,2,12,11.198174
270,5,2,0,3,12,10.226108
270,6,2,0,4,12,
270,7,2,0,5,12,
270,8,2,0,6,12,10.859325
270,9,2,0,7,12,10.557904
270,10,2,0,8,12,10.629083
270,11,2,0,9,12,10.732343
271,1,3,0,0,9,
271,2,3,0,0,10,
271,3,2,0,1,10,9.2173653
271,4,2,0,2,10,9.0950413
271,5,2,0,3,10,11.02014
271,6,2,0,4,10,11.186134
271,7,2,0,5,10,11.198174
271,8,2,0,6,10,11.651509
271,9,2,0,7,10,11.602648
271,10,2,0,8,10,11.712387
271,11,2,0,9,10,11.216001
272,1,3,0,0,10,
272,2,2,0,1,10,7.2624602
272,3,3,0,1,11,
272,4,2,0,2,11,8.1307659
272,5,2,0,3,11,9.3578291
272,6,2,0,4,11,10.100944
272,7,2,0,5,11,9.928546
272,8,2,0,6,11,
272,9,2,0,7,11,10.439472
272,10,2,0,8,11,10.480944
272,11,2,0,9,11,10.480662
273,1,3,0,0,9,
273,2,3,0,0,10,
273,3,3,0,0,11,
273,4,2,0,1,11,7.1697502
273,5,2,0,2,11,6.1596236
273,6,1,1,2,11,
273,7,1,2,2,11,
273,8,1,3,2,11,9.9548006
273,9,1,4,2,11,10.034375
273,10,2,4,3,11,9.6642599
273,11,1,5,3,11,9.7845917
274,1,3,0,0,9,
274,2,3,0,0,10,
274,3,3,0,0,11,
274,4,3,0,0,12,
274,5,3,0,0,13,
274,6,3,0,0,14,
274,7,2,0,1,14,9.6270752
274,8,3,0,1,15,
274,9,2,0,2,15,10.35311
274,10,2,0,3,15,10.480662
274,11,2,0,4,15,10.637033
275,1,3,0,0,9,
275,2,3,0,0,10,
275,3,1,1,0,10,10.741405
275,4,4,1,0,10,
275,5,4,1,0,10,
275,6,4,1,0,10,
275,7,4,1,0,10,
275,8,4,1,0,10,
275,9,4,1,0,10,
275,10,1,2,0,10,8.9339275
275,11,1,3,0,10,10.522854
276,1,3,0,0,10,
276,2,2,0,1,10,9.0175905
276,3,3,0,1,11,
276,4,3,0,1,12,
276,5,2,0,2,12,8.9615097
276,6,2,0,3,12,9.6661816
276,7,2,0,4,12,8.9339275
276,8,1,1,4,12,9.6065626
276,9,1,2,4,12,9.2079773
276,10,2,2,5,12,8.6480808
276,11,2,2,6,12,7.2358351
277,1,3,0,0,10,
277,2,3,0,0,11,
277,3,3,0,0,12,
277,4,2,0,1,12,9.5901184
277,5,3,0,1,13,
277,6,3,0,1,14,
277,7,3,0,1,15,
277,8,2,0,2,15,10.30659
277,9,2,0,3,15,10.375302
277,10,2,0,4,15,10.762196
277,11,2,0,5,15,10.827285
278,1,3,0,0,10,
278,2,3,0,0,11,
278,3,2,0,1,11,10.318817
278,4,2,0,2,11,10.444707
278,5,2,0,3,11,10.903355
278,6,2,0,4,11,10.744123
278,7,2,0,5,11,10.826881
278,8,2,0,6,11,10.541651
278,9,2,0,7,11,10.879838
278,10,2,0,8,11,11.088167
278,11,2,0,9,11,11.251052
279,1,3,0,0,9,
279,2,3,0,0,10,
279,3,2,0,1,10,9.7098417
279,4,3,0,1,11,
279,5,3,0,1,12,
279,6,2,0,2,12,10.433351
279,7,2,0,3,12,11.198174
279,8,2,0,4,12,11.130564
279,9,2,0,5,12,11.170259
279,10,2,0,6,12,11.131152
279,11,2,0,7,12,11.216001
280,1,2,0,1,9,8.2223387
280,2,3,0,1,10,
280,3,2,0,2,10,9.2773638
280,4,2,0,3,10,9.2407341
280,5,1,1,3,10,8.1307659
280,6,2,1,4,10,8.5105314
280,7,2,1,5,10,
280,8,1,2,5,10,9.1553564
280,9,3,2,5,11,
280,10,3,2,5,12,
280,11,3,2,5,13,
281,1,3,0,0,10,
281,2,4,0,0,10,
281,3,3,0,0,11,
281,4,3,0,0,12,
281,5,2,0,1,12,
281,6,2,0,2,12,7.1697502
281,7,2,0,3,12,7.7690616
281,8,2,0,4,12,7.3244901
281,9,2,0,5,12,9.7888842
281,10,2,0,6,12,9.746974
281,11,2,0,7,12,9.5643721
282,1,2,0,1,10,6.3086448
282,2,2,0,2,10,7.3802433
282,3,3,0,2,11,
282,4,3,0,2,12,
282,5,3,0,2,13,
282,6,3,0,2,14,
282,7,2,0,3,14,9.5608215
282,8,2,0,4,14,10.03254
282,9,2,0,5,14,10.39502
282,10,2,0,6,14,10.594272
282,11,2,0,7,14,10.727523
283,1,3,0,0,10,
283,2,3,0,0,11,
283,3,3,0,0,12,
283,4,3,0,0,13,
283,5,3,0,0,14,
283,6,3,0,0,15,
283,7,3,0,0,16,
283,8,2,0,1,16,9.8270168
283,9,2,0,2,16,9.9698372
283,10,2,0,3,16,10.371329
283,11,2,0,4,16,10.310684
284,1,3,0,0,10,
284,2,3,0,0,11,
284,3,3,0,0,12,
284,4,2,0,1,12,9.0584126
284,5,2,0,2,12,10.145669
284,6,2,0,3,12,10.407651
284,7,2,0,4,12,10.61177
284,8,2,0,5,12,10.764794
284,9,2,0,6,12,10.543365
284,10,2,0,7,12,
284,11,2,0,8,12,
285,1,3,0,0,10,
285,2,3,0,0,11,
285,3,3,0,0,12,
285,4,3,0,0,13,
285,5,3,0,0,14,
285,6,2,0,1,14,9.4913607
285,7,1,1,1,14,10.794091
285,8,2,1,2,14,
285,9,1,2,2,14,11.01337
285,10,2,2,3,14,10.769713
285,11,2,2,4,14,10.817415
286,1,3,0,0,10,
286,2,3,0,0,11,
286,3,3,0,0,12,
286,4,2,0,1,12,8.3282099
286,5,3,0,1,13,
286,6,2,0,2,13,8.9730349
286,7,2,0,3,13,10.320222
286,8,2,0,4,13,10.800486
286,9,2,0,5,13,10.557904
286,10,2,0,6,13,10.662984
286,11,2,0,7,13,10.791183
287,1,3,0,0,10,
287,2,3,0,0,11,
287,3,3,0,0,12,
287,4,3,0,0,13,
287,5,3,0,0,14,
287,6,2,0,1,14,8.7791882
287,7,2,0,2,14,
287,8,1,1,2,14,10.790226
287,9,1,2,2,14,10.859325
287,10,1,3,2,14,10.975639
287,11,2,3,3,14,11.022986
288,1,3,0,0,10,
288,2,3,0,0,11,
288,3,2,0,1,11,9.5920591
288,4,2,0,2,11,10.193654
288,5,2,0,3,11,10.444707
288,6,2,0,4,11,10.433351
288,7,2,0,5,11,10.630795
288,8,2,0,6,11,10.61177
288,9,2,0,7,11,10.918944
288,10,2,0,8,11,10.725687
288,11,2,0,9,11,10.941564
289,1,3,0,0,10,
289,2,3,0,0,11,
289,3,2,0,1,11,9.7881889
289,4,2,0,2,11,10.707071
289,5,2,0,3,11,10.615672
289,6,2,0,4,11,10.938279
289,7,2,0,5,11,11.130564
289,8,2,0,6,11,11.213744
289,9,2,0,7,11,11.294782
289,10,2,0,8,11,11.311311
289,11,2,0,9,11,11.322511
290,1,3,0,0,11,
290,2,3,0,0,12,
290,3,3,0,0,13,
290,4,3,0,0,14,
290,5,3,0,0,15,
290,6,1,1,0,15,9.0213566
290,7,3,1,0,16,
290,8,3,1,0,17,
290,9,1,2,0,17,9.8321362
290,10,1,3,0,17,9.9430351
290,11,1,4,0,17,
291,1,3,0,0,11,
291,2,3,0,0,12,
291,3,3,0,0,13,
291,4,3,0,0,14,
291,5,3,0,0,15,
291,6,2,0,1,15,9.5608215
291,7,3,0,1,16,
291,8,3,0,1,17,
291,9,2,0,2,17,10.999737
291,10,3,0,2,18,
291,11,3,0,2,19,
292,1,3,0,0,10,
292,2,3,0,0,11,
292,3,3,0,0,12,
292,4,3,0,0,13,
292,5,3,0,0,14,
292,6,3,0,0,15,
292,7,2,0,1,15,8.5105314
292,8,3,0,1,16,
292,9,3,0,1,17,
292,10,1,1,1,17,9.6149015
292,11,1,2,1,17,8.6257334
293,1,3,0,0,10,
293,2,3,0,0,11,
293,3,3,0,0,12,
293,4,3,0,0,13,
293,5,3,0,0,14,
293,6,3,0,0,15,
293,7,2,0,1,15,10.582473
293,8,2,0,2,15,
293,9,2,0,3,15,10.859325
293,10,2,0,4,15,10.727803
293,11,2,0,5,15,11.111935
294,1,3,0,0,10,
294,2,3,0,0,11,
294,3,2,0,1,11,
294,4,2,0,2,11,9.3574057
294,5,1,1,2,11,10.444707
294,6,1,2,2,11,10.482141
294,7,1,3,2,11,10.547413
294,8,1,4,2,11,10.528388
294,9,2,4,3,11,9.5608215
294,10,2,4,4,11,9.8093967
294,11,1,5,4,11,10.39502
295,1,3,0,0,11,
295,2,2,0,1,11,6.2336459
295,3,3,0,1,12,
295,4,3,0,1,13,
295,5,3,0,1,14,
295,6,1,1,1,14,
295,7,1,2,1,14,10.705175
295,8,1,3,1,14,10.817415
295,9,1,4,1,14,10.662984
295,10,3,4,1,15,
295,11,3,4,1,16,
296,1,3,0,0,10,
296,2,3,0,0,11,
296,3,3,0,0,12,
296,4,3,0,0,13,
296,5,3,0,0,14,
296,6,1,1,0,14,9.6661816
296,7,1,2,0,14,9.7223854
296,8,1,3,0,14,10.012028
296,9,2,3,1,14,10.034657
296,10,2,3,2,14,8.8712244
296,11,2,3,3,14,10.280357
297,1,3,0,0,9,
297,2,3,0,0,10,
297,3,3,0,0,11,
297,4,2,0,1,11,
297,5,2,0,2,11,
297,6,2,0,3,11,
297,7,2,0,4,11,10.599814
297,8,2,0,5,11,10.788428
297,9,3,0,5,12,
297,10,2,0,6,12,
297,11,1,1,6,12,
298,1,3,0,0,11,
298,2,2,0,1,11,9.0175905
298,3,2,0,2,11,9.2293777
298,4,2,0,3,11,8.5105314
298,5,2,0,4,11,10.61177
298,6,2,0,5,11,10.582473
298,7,2,0,6,11,8.4231024
298,8,2,0,7,11,10.29971
298,9,2,0,8,11,10.727803
298,10,2,0,9,11,10.519883
298,11,2,0,10,11,10.126207
299,1,3,0,0,11,
299,2,3,0,0,12,
299,3,3,0,0,13,
299,4,3,0,0,14,
299,5,2,0,1,14,
299,6,2,0,2,14,10.415532
299,7,2,0,3,14,9.7064085
299,8,2,0,4,14,10.35311
299,9,2,0,5,14,10.152159
299,10,2,0,6,14,10.280357
299,11,3,0,6,15,
300,1,3,0,0,10,
300,2,3,0,0,11,
300,3,2,0,1,11,9.6828279
300,4,2,0,2,11,10.157024
300,5,2,0,3,11,
300,6,2,0,4,11,9.7145042
300,7,2,0,5,11,10.948242
300,8,2,0,6,11,10.621693
300,9,2,0,7,11,10.935408
300,10,2,0,8,11,10.705175
300,11,2,0,9,11,10.899653
301,1,3,0,0,10,
301,2,2,0,1,10,
301,3,2,0,2,10,8.5105314
301,4,2,0,3,10,9.9578428
301,5,2,0,4,10,10.253968
301,6,2,0,5,10,10.25435
301,7,2,0,6,10,9.9051847
301,8,2,0,7,10,
301,9,3,0,7,11,
301,10,2,0,8,11,9.8748922
301,11,2,0,9,11,10.110014
302,1,3,0,0,10,
302,2,3,0,0,11,
302,3,3,0,0,12,
302,4,3,0,0,13,
302,5,2,0,1,13,10.031951
302,6,2,0,2,13,10.499091
302,7,3,0,2,14,
302,8,3,0,2,15,
302,9,2,0,3,15,
302,10,2,0,4,15,10.662984
302,11,2,0,5,15,10.413889
303,1,3,0,0,8,
303,2,2,0,1,8,
303,3,2,0,2,8,8.8718977
303,4,2,0,3,8,10.66785
303,5,2,0,4,8,10.145669
303,6,2,0,5,8,10.119969
303,7,2,0,6,8,
303,8,2,0,7,8,
303,9,2,0,8,8,10.879838
303,10,2,0,9,8,10.992857
303,11,2,0,10,8,11.481575
304,1,3,0,0,10,
304,2,3,0,0,11,
304,3,3,0,0,12,
304,4,3,0,0,13,
304,5,3,0,0,14,
304,6,3,0,0,15,
304,7,2,0,1,15,
304,8,2,0,2,15,9.9662867
304,9,2,0,3,15,10.908009
304,10,2,0,4,15,10.887497
304,11,2,0,5,15,
305,1,3,0,0,10,
305,2,3,0,0,11,
305,3,2,0,1,11,
305,4,2,0,2,11,
305,5,2,0,3,11,10.253968
305,6,2,0,4,11,10.502543
305,7,2,0,5,11,10.705175
305,8,2,0,6,11,10.2578
305,9,3,0,6,12,
305,10,4,0,6,12,
305,11,2,0,7,12,9.5222273
306,1,3,0,0,11,
306,2,3,0,0,12,
306,3,3,0,0,13,
306,4,3,0,0,14,
306,5,3,0,0,15,
306,6,2,0,1,15,8.798213
306,7,2,0,2,15,9.4723358
306,8,2,0,3,15,10.764794
306,9,2,0,4,15,10.962076
306,10,2,0,5,15,
306,11,2,0,6,15,
307,1,3,0,0,11,
307,2,3,0,0,12,
307,3,3,0,0,13,
307,4,3,0,0,14,
307,5,3,0,0,15,
307,6,1,1,0,15,8.7791882
307,7,1,2,0,15,10.359329
307,8,1,3,0,15,10.760733
307,9,1,4,0,15,11.311311
307,10,1,5,0,15,11.436455
307,11,1,6,0,15,11.579275
308,1,3,0,0,9,
308,2,3,0,0,10,
308,3,2,0,1,10,9.0950413
308,4,2,0,2,10,9.9338808
308,5,2,0,3,10,9.7402039
308,6,2,0,4,10,10.014608
308,7,2,0,5,10,10.031951
308,8,2,0,6,10,10.071647
308,9,2,0,7,10,10.03254
308,10,2,0,8,10,10.992857
308,11,2,0,9,10,10.440122
309,1,2,0,1,8,9.2773638
309,2,2,0,2,8,9.6461992
309,3,2,0,3,8,6.2336459
309,4,2,0,4,8,10.630795
309,5,1,1,4,8,9.0023317
309,6,2,1,5,8,
309,7,2,1,6,8,6.6313429
309,8,3,1,6,9,
309,9,2,1,7,9,
309,10,2,1,8,9,9.5643721
309,11,2,1,9,9,9.7207422
310,1,3,0,0,9,
310,2,3,0,0,10,
310,3,2,0,1,10,
310,4,2,0,2,10,
310,5,2,0,3,10,
310,6,2,0,4,10,
310,7,2,0,5,10,10.543365
310,8,2,0,6,10,
310,9,2,0,7,10,
310,10,2,0,8,10,
310,11,2,0,9,10,10.531672
311,1,3,0,0,10,
311,2,2,0,1,10,8.7459517
311,3,2,0,2,10,9.7632942
311,4,2,0,3,10,10.100944
311,5,2,0,4,10,10.19681
311,6,2,0,5,10,10.268929
311,7,2,0,6,10,10.39502
311,8,2,0,7,10,10.397562
311,9,2,0,8,10,10.306309
311,10,2,0,9,10,10.280357
311,11,2,0,10,10,10.310684
312,1,3,0,0,9,
312,2,3,0,0,10,
312,3,2,0,1,10,
312,4,2,0,2,10,9.2407341
312,5,4,0,2,10,
312,6,2,0,3,10,
312,7,2,0,4,10,9.5901184
312,8,2,0,5,10,10.541651
312,9,1,1,5,10,10.543365
312,10,2,1,6,10,
312,11,2,1,7,10,8.4252186
313,1,3,0,0,9,
313,2,3,0,0,10,
313,3,3,0,0,11,
313,4,3,0,0,12,
313,5,2,0,1,12,9.7515593
313,6,3,0,1,13,
313,7,3,0,1,14,
313,8,3,0,1,15,
313,9,3,0,1,16,
313,10,1,1,1,16,10.582586
313,11,1,2,1,16,10.914896
314,1,3,0,0,10,
314,2,3,0,0,11,
314,3,3,0,0,12,
314,4,3,0,0,13,
314,5,3,0,0,14,
314,6,3,0,0,15,
314,7,1,1,0,15,9.1162491
314,8,1,2,0,15,9.9430351
314,9,1,3,0,15,10.440122
314,10,1,4,0,15,10.950666
314,11,1,5,0,15,10.873422
315,1,3,0,0,9,
315,2,3,0,0,10,
315,3,2,0,1,10,
315,4,2,0,2,10,
315,5,2,0,3,10,10.733456
315,6,2,0,4,10,10.119969
315,7,2,0,5,10,10.388626
315,8,2,0,6,10,10.359329
315,9,2,0,7,10,10.725687
315,10,2,0,8,10,10.859325
315,11,2,0,9,10,10.663265
316,1,3,0,0,9,
316,2,3,0,0,10,
316,3,2,0,1,10,9.3043766
316,4,3,0,1,11,
316,5,2,0,2,11,9.5284157
316,6,3,0,2,12,
316,7,3,0,2,13,
316,8,2,0,3,13,10.570948
316,9,3,0,3,14,
316,10,2,0,4,14,10.790226
316,11,2,0,5,14,11.041647
317,1,2,0,1,8,8.4454823
317,2,2,0,2,8,9.3043766
317,3,2,0,3,8,9.4315138
317,4,2,0,4,8,9.6461992
317,5,2,0,5,8,
317,6,2,0,6,8,7.4119186
317,7,2,0,7,8,9.3388042
317,8,2,0,8,8,
317,9,2,0,9,8,9.8894396
317,10,2,0,10,8,
317,11,2,0,11,8,10.663265
318,1,3,0,0,10,
318,2,3,0,0,11,
318,3,3,0,0,12,
318,4,2,0,1,12,10.157024
318,5,2,0,2,12,9.3094206
318,6,2,0,3,12,9.7145042
318,7,2,0,4,12,10.570948
318,8,2,0,5,12,
318,9,2,0,6,12,
318,10,2,0,7,12,10.859325
318,11,2,0,8,12,10.817415
319,1,3,0,0,9,
319,2,3,0,0,10,
319,3,3,0,0,11,
319,4,3,0,0,12,
319,5,3,0,0,13,
319,6,3,0,0,14,
319,7,2,0,1,14,8.9134159
319,8,1,1,1,14,9.746974
319,9,,1,1,14,9.9698372
319,10,,1,1,14,10.069049
319,11,,1,1,14,10.685378
320,1,3,0,0,10,
320,2,3,0,0,11,
320,3,2,0,1,11,5.9031796
320,4,2,0,2,11,9.4315138
320,5,2,0,3,11,8.3652649
320,6,2,0,4,11,9.3835287
320,7,2,0,5,11,10.119969
320,8,2,0,6,11,9.4723358
320,9,2,0,7,11,9.928546
320,10,2,0,8,11,10.543365
320,11,2,0,9,11,10.705175
321,1,3,0,0,10,
321,2,2,0,1,10,6.3086448
321,3,2,0,2,10,9.9705105
321,4,3,0,2,11,
321,5,2,0,3,11,9.6348429
321,6,4,0,3,11,
321,7,2,0,4,11,
321,8,2,0,5,11,
321,9,2,0,6,11,9.5217142
321,10,2,0,7,11,10.3485
321,11,2,0,8,11,10.629363
322,1,2,0,1,8,5.9031796
322,2,2,0,2,8,9.0950413
322,3,2,0,3,8,10.013924
322,4,2,0,4,8,10.433351
322,5,1,1,4,8,9.4913607
322,6,2,1,5,8,
322,7,2,1,6,8,10.308036
322,8,2,1,7,8,10.097078
322,9,2,1,8,8,10.29971
322,10,2,1,9,8,10.480944
322,11,2,1,10,8,8.8712244
323,1,2,0,1,8,
323,2,2,0,2,8,9.5650454
323,3,2,0,3,8,9.9338808
323,4,2,0,4,8,10.076676
323,5,2,0,5,8,10.119969
323,6,2,0,6,8,9.6954784
323,7,2,0,7,8,9.6661816
323,8,2,0,8,8,9.9901199
323,9,2,0,9,8,10.012028
323,10,2,0,10,8,10.2578
323,11,2,0,11,8,9.9698372
324,1,3,0,0,10,
324,2,2,0,1,10,9.7881889
324,3,2,0,2,10,10.157024
324,4,2,0,3,10,10.382057
324,5,2,0,4,10,10.407651
324,6,2,0,5,10,
324,7,2,0,6,10,10.582473
324,8,2,0,7,10,8.4558926
324,9,2,0,8,10,10.800486
324,10,2,0,9,10,10.788428
324,11,2,0,10,10,11.068449
325,1,2,0,1,10,
325,2,4,0,1,10,
325,3,2,0,2,10,
325,4,2,0,3,10,7.4119186
325,5,2,0,4,10,10.100944
325,6,2,0,5,10,9.443038
325,7,2,0,6,10,10.097078
325,8,2,0,7,10,
325,9,2,0,8,10,10.095281
325,10,2,0,9,10,10.152159
325,11,2,0,10,10,10.454711
326,1,3,0,0,9,
326,2,3,0,0,10,
326,3,3,0,0,11,
326,4,3,0,0,12,
326,5,3,0,0,13,
326,6,3,0,0,14,
326,7,3,0,0,15,
326,8,3,0,0,16,
326,9,3,0,0,17,
326,10,3,0,0,18,
326,11,1,1,0,18,10.480944
327,1,3,0,0,10,
327,2,3,0,0,11,
327,3,3,0,0,12,
327,4,3,0,0,13,
327,5,3,0,0,14,
327,6,3,0,0,15,
327,7,3,0,0,16,
327,8,3,0,0,17,
327,9,3,0,0,18,
327,10,3,0,0,19,
327,11,3,0,0,20,
328,1,3,0,0,9,
328,2,3,0,0,10,
328,3,3,0,0,11,
328,4,3,0,0,12,
328,5,3,0,0,13,
328,6,3,0,0,14,
328,7,3,0,0,15,
328,8,1,1,0,15,8.0176373
328,9,1,2,0,15,8.4025898
328,10,2,2,1,15,10.2578
328,11,2,2,2,15,10.817135
329,1,3,0,0,10,
329,2,3,0,0,11,
329,3,3,0,0,12,
329,4,3,0,0,13,
329,5,3,0,0,14,
329,6,3,0,0,15,
329,7,1,1,0,15,8.0860415
329,8,1,2,0,15,9.6661816
329,9,1,3,0,15,10.962076
329,10,1,4,0,15,10.992857
329,11,1,5,0,15,10.999737
330,1,3,0,0,10,
330,2,3,0,0,11,
330,3,3,0,0,12,
330,4,3,0,0,13,
330,5,3,0,0,14,
330,6,3,0,0,15,
330,7,1,1,0,15,10.194349
330,8,1,2,0,15,10.594272
330,9,1,3,0,15,10.095
330,10,1,4,0,15,10.069049
330,11,1,5,0,15,10.215374
331,1,3,0,0,10,
331,2,2,0,1,10,
331,3,2,0,2,10,9.8783951
331,4,2,0,3,10,
331,5,2,0,4,10,
331,6,2,0,5,10,
331,7,2,0,6,10,10.283265
331,8,2,0,7,10,10.002654
331,9,2,0,8,10,10.320222
331,10,2,0,9,10,10.439472
331,11,1,1,9,10,10.446766
332,1,3,0,0,10,
332,2,3,0,0,11,
332,3,3,0,0,12,
332,4,3,0,0,13,
332,5,3,0,0,14,
332,6,2,0,1,14,8.5105314
332,7,2,0,2,14,9.7442694
332,8,2,0,3,14,10.947116
332,9,2,0,4,14,11.418835
332,10,2,0,5,14,11.398322
332,11,2,0,6,14,11.436455
333,1,3,0,0,10,
333,2,3,0,0,11,
333,3,2,0,1,11,9.4866982
333,4,2,0,2,11,10.318817
333,5,2,0,3,11,
333,6,3,0,3,12,
333,7,3,0,3,13,
333,8,3,0,3,14,
333,9,1,1,3,14,
333,10,1,2,3,14,11.236513
333,11,1,3,3,14,
334,1,3,0,0,10,
334,2,2,0,1,10,
334,3,3,0,1,11,
334,4,3,0,1,12,
334,5,3,0,1,13,
334,6,3,0,1,14,
334,7,2,0,2,14,10.002654
334,8,2,0,3,14,10.214862
334,9,2,0,4,14,9.9430351
334,10,2,0,5,14,10.520164
334,11,2,0,6,14,10.727523
335,1,3,0,0,10,
335,2,3,0,0,11,
335,3,3,0,0,12,
335,4,3,0,0,13,
335,5,2,0,1,13,10.157024
335,6,2,0,2,13,10.615672
335,7,2,0,3,13,10.813116
335,8,2,0,4,13,10.948242
335,9,2,0,5,13,10.764794
335,10,2,0,6,13,10.790226
335,11,2,0,7,13,10.522854
336,1,3,0,0,9,
336,2,3,0,0,10,
336,3,2,0,1,10,
336,4,2,0,2,10,9.6954784
336,5,2,0,3,10,
336,6,1,1,3,10,
336,7,2,1,4,10,10.137191
336,8,2,1,5,10,10.480944
336,9,2,1,6,10,9.3412285
336,10,3,1,6,11,
336,11,3,1,6,12,
337,1,3,0,0,9,
337,2,3,0,0,10,
