id,t,d,wc_exp,bc_exp,edu,lnwage
303,3,3,0,0,12,
303,4,3,0,0,13,
303,5,3,0,0,14,
303,6,1,1,0,14,9.443038
303,7,1,2,0,14,10.03254
303,8,1,3,0,14,11.110641
303,9,1,4,0,14,11.269401
303,10,1,5,0,14,11.26912
303,11,3,5,0,15,
304,1,3,0,0,10,
304,2,3,0,0,11,
304,3,2,0,1,11,8.5842161
304,4,2,0,2,11,9.7515593
304,5,2,0,3,11,
304,6,2,0,4,11,
304,7,2,0,5,11,
304,8,2,0,6,11,
304,9,2,0,7,11,
304,10,2,0,8,11,10.705175
304,11,2,0,9,11,
305,1,3,0,0,9,
305,2,3,0,0,10,
305,3,2,0,1,10,8.1421213
305,4,3,0,1,11,
305,5,2,0,2,11,7.055244
305,6,3,0,2,12,
305,7,3,0,2,13,
305,8,1,1,2,13,
305,9,2,1,3,13,
305,10,2,1,4,13,
305,11,2,1,5,13,10.662984
306,1,2,0,1,10,
306,2,3,0,1,11,
306,3,3,0,1,12,
306,4,3,0,1,13,
306,5,2,0,2,13,
306,6,2,0,3,13,10.499091
306,7,1,1,3,13,
306,8,1,2,3,13,
306,9,1,3,3,13,
306,10,1,4,3,13,10.519883
306,11,1,5,3,13,9.9438858
307,1,3,0,0,9,
307,2,3,0,0,10,
307,3,4,0,0,10,
307,4,2,0,1,10,
307,5,2,0,2,10,
307,6,2,0,3,10,
307,7,2,0,4,10,10.320222
307,8,1,1,4,10,10.194349
307,9,2,1,5,10,
307,10,2,1,6,10,9.3412285
307,11,3,1,6,11,
308,1,3,0,0,10,
308,2,3,0,0,11,
308,3,3,0,0,12,
308,4,3,0,0,13,
308,5,3,0,0,14,
308,6,1,1,0,14,8.5105314
308,7,3,1,0,15,
308,8,1,2,0,15,10.621693
308,9,1,3,0,15,10.758477
308,10,1,4,0,15,11.154125
308,11,1,5,0,15,10.950947
309,1,3,0,0,10,
309,2,3,0,0,11,
309,3,2,0,1,11,
309,4,2,0,2,11,
309,5,2,0,3,11,
309,6,2,0,4,11,
309,7,2,0,5,11,5.1093335
309,8,2,0,6,11,
309,9,2,0,7,11,
309,10,4,0,7,11,
309,11,4,0,7,11,
310,1,3,0,0,10,
310,2,3,0,0,11,
310,3,3,0,0,12,
310,4,3,0,0,13,
310,5,3,0,0,14,
310,6,3,0,0,15,
310,7,3,0,0,16,
310,8,1,1,0,16,10.359329
310,9,1,2,0,16,10.725687
310,10,1,3,0,16,11.195798
310,11,1,4,0,16,11.232359
311,1,3,0,0,11,
311,2,3,0,0,12,
311,3,3,0,0,13,
311,4,3,0,0,14,
311,5,3,0,0,15,
311,6,3,0,0,16,
311,7,2,0,1,16,10.012028
311,8,2,0,2,16,10.35311
311,9,2,0,3,16,10.43984
311,10,1,1,3,16,
311,11,2,1,4,16,10.438518
312,1,3,0,0,10,
312,2,3,0,0,11,
312,3,3,0,0,12,
312,4,3,0,0,13,
312,5,2,0,1,13,
312,6,3,0,1,14,
312,7,3,0,1,15,
312,8,3,0,1,16,
312,9,2,0,2,16,
312,10,1,1,2,16,
312,11,1,2,2,16,10.620839
313,1,3,0,0,9,
313,2,3,0,0,10,
313,3,2,0,1,10,10.444707
313,4,1,1,1,10,
313,5,2,1,2,10,
313,6,2,1,3,10,
313,7,2,1,4,10,
313,8,2,1,5,10,9.1162491
313,9,2,1,6,10,12.024394
313,10,2,1,7,10,9.8270168
313,11,1,2,7,10,10.352829
314,1,3,0,0,9,
314,2,3,0,0,10,
314,3,2,0,1,10,7.4856038
314,4,3,0,1,11,
314,5,3,0,1,12,
314,6,3,0,1,13,
314,7,2,0,2,13,
314,8,2,0,3,13,10.695801
314,9,1,1,3,13,10.656694
314,10,1,2,3,13,10.887497
314,11,1,3,3,13,10.999737
315,1,3,0,0,10,
315,2,2,0,1,10,
315,3,2,0,2,10,
315,4,2,0,3,10,
315,5,3,0,3,11,
315,6,2,0,4,11,
315,7,2,0,5,11,
315,8,2,0,6,11,
315,9,2,0,7,11,
315,10,2,0,8,11,
315,11,2,0,9,11,
316,1,3,0,0,10,
316,2,3,0,0,11,
316,3,3,0,0,12,
316,4,2,0,1,12,9.4077969
316,5,2,0,2,12,
316,6,2,0,3,12,10.320222
316,7,2,0,4,12,10.671273
316,8,3,0,4,13,
316,9,1,1,4,13,7.9549341
316,10,3,1,4,14,
316,11,1,2,4,14,10.110014
317,1,3,0,0,10,
317,2,3,0,0,11,
317,3,2,0,1,11,
317,4,2,0,2,11,9.4723358
317,5,2,0,3,11,9.8485031
317,6,1,1,3,11,9.8093967
317,7,1,2,3,11,10.39502
317,8,1,3,3,11,
317,9,1,4,3,11,10.257519
317,10,1,5,3,11,10.126207
317,11,1,6,3,11,10.438518
318,1,3,0,0,10,
318,2,3,0,0,11,
318,3,3,0,0,12,
318,4,3,0,0,13,
318,5,3,0,0,14,
318,6,3,0,0,15,
318,7,3,0,0,16,
318,8,3,0,0,17,
318,9,2,0,1,17,8.9730349
318,10,1,1,1,17,9.1162491
318,11,1,2,1,17,10.928319
319,1,3,0,0,10,
319,2,3,0,0,11,
319,3,3,0,0,12,
319,4,3,0,0,13,
319,5,1,1,0,13,8.7498913
319,6,3,1,0,14,
319,7,3,1,0,15,
319,8,1,2,0,15,10.899653
319,9,1,3,0,15,
319,10,3,3,0,16,
319,11,3,3,0,17,
320,1,3,0,0,10,
320,2,3,0,0,11,
320,3,3,0,0,12,
320,4,3,0,0,13,
320,5,2,0,1,13,
320,6,2,0,2,13,
320,7,2,0,3,13,8.0176373
320,8,2,0,4,13,
320,9,2,0,5,13,10.022078
320,10,2,0,6,13,10.480662
320,11,2,0,7,13,10.701571
321,1,3,0,0,10,
321,2,3,0,0,11,
321,3,2,0,1,11,10.741405
321,4,2,0,2,11,10.456018
321,5,3,0,2,12,
321,6,3,0,2,13,
321,7,3,0,2,14,
321,8,2,0,3,14,10.874134
321,9,2,0,4,14,10.829332
321,10,2,0,5,14,10.935408
321,11,3,0,5,15,
322,1,3,0,0,10,
322,2,3,0,0,11,
322,3,2,0,1,11,7.5126176
322,4,2,0,2,11,8.9896812
322,5,2,0,3,11,9.9338808
322,6,2,0,4,11,10.145669
322,7,2,0,5,11,9.7145042
322,8,4,0,5,11,
322,9,2,0,6,11,
322,10,3,0,6,12,
322,11,4,0,6,12,
323,1,3,0,0,10,
323,2,2,0,1,10,7.6679254
323,3,2,0,2,10,9.9338808
323,4,2,0,3,10,
323,5,2,0,4,10,9.2036781
323,6,2,0,5,10,9.3388042
323,7,2,0,6,10,10.071647
323,8,2,0,7,10,10.369013
323,9,2,0,8,10,8.6902723
323,10,2,0,9,10,8.8715057
323,11,2,0,10,10,9.3412285
324,1,4,0,0,10,
324,2,2,0,1,10,
324,3,2,0,2,10,9.0213566
324,4,2,0,3,10,
324,5,4,0,3,10,
324,6,2,0,4,10,
324,7,2,0,5,10,9.7888842
324,8,4,0,5,10,
324,9,4,0,5,10,
324,10,4,0,5,10,
324,11,4,0,5,10,
325,1,3,0,0,9,
325,2,3,0,0,10,
325,3,2,0,1,10,8.2057648
325,4,2,0,2,10,
325,5,1,1,2,10,7.8544393
325,6,2,1,3,10,
325,7,2,1,4,10,7.8173838
325,8,2,1,5,10,8.6456566
325,9,2,1,6,10,
325,10,2,1,7,10,9.6270752
325,11,2,1,8,10,9.5012026
326,1,2,0,1,9,5.9031796
326,2,2,0,2,9,8.9896812
326,3,4,0,2,9,
326,4,4,0,2,9,
326,5,4,0,2,9,
326,6,4,0,2,9,
326,7,2,0,3,9,
326,8,2,0,4,9,8.0176373
326,9,4,0,4,9,
326,10,4,0,4,9,
326,11,4,0,4,9,
327,1,3,0,0,9,
327,2,3,0,0,10,
327,3,3,0,0,11,
327,4,3,0,0,12,
327,5,3,0,0,13,
327,6,3,0,0,14,
327,7,3,0,0,15,
327,8,2,0,1,15,8.3606796
327,9,2,0,2,15,9.3412285
327,10,2,0,3,15,10.685822
327,11,2,0,4,15,10.697801
328,1,3,0,0,11,
328,2,3,0,0,12,
328,3,2,0,1,12,9.235384
328,4,2,0,2,12,9.8274097
328,5,2,0,3,12,
328,6,2,0,4,12,10.145669
328,7,1,1,4,12,10.407651
328,8,1,2,4,12,
328,9,1,3,4,12,10.582473
328,10,1,4,4,12,10.543365
328,11,1,5,4,12,10.439472
329,1,3,0,0,11,
329,2,3,0,0,12,
329,3,3,0,0,13,
329,4,3,0,0,14,
329,5,3,0,0,15,
329,6,2,0,1,15,8.1050663
329,7,2,0,2,15,9.6954784
329,8,2,0,3,15,10.359329
329,9,2,0,4,15,9.8093967
329,10,2,0,5,15,10.194349
329,11,1,1,5,15,10.30659
330,1,3,0,0,10,
330,2,2,0,1,10,
330,3,3,0,1,11,
330,4,3,0,1,12,
330,5,3,0,1,13,
330,6,2,0,2,13,10.03254
330,7,2,0,3,13,10.522854
330,8,2,0,4,13,10.663265
330,9,2,0,5,13,11.111935
330,10,2,0,6,13,11.147859
330,11,2,0,7,13,11.313987
331,1,3,0,0,10,
331,2,2,0,1,10,7.4376187
331,3,3,0,1,11,
331,4,2,0,2,11,9.4723358
331,5,2,0,3,11,
331,6,2,0,4,11,10.320222
331,7,2,0,5,11,10.522854
331,8,2,0,6,11,10.397562
331,9,2,0,7,11,10.257519
331,10,2,0,8,11,10.413889
331,11,4,0,8,11,
332,1,3,0,0,10,
332,2,3,0,0,11,
332,3,3,0,0,12,
332,4,3,0,0,13,
332,5,3,0,0,14,
332,6,2,0,1,14,10.948242
332,7,1,1,1,14,10.918944
332,8,2,1,2,14,10.725687
332,9,2,1,3,14,
332,10,2,1,4,14,11.17409
332,11,2,1,5,14,11.26912
333,1,3,0,0,10,
333,2,3,0,0,11,
333,3,3,0,0,12,
333,4,1,1,0,12,9.8778009
333,5,1,2,0,12,9.8485031
333,6,1,3,0,12,
333,7,1,4,0,12,
333,8,3,4,0,13,
333,9,3,4,0,14,
333,10,3,4,0,15,
333,11,1,5,0,15,11.53713
334,1,3,0,0,11,
334,2,3,0,0,12,
334,3,3,0,0,13,
334,4,3,0,0,14,
334,5,3,0,0,15,
334,6,1,1,0,15,9.0213566
334,7,2,1,1,15,10.031951
334,8,2,1,2,15,
334,9,2,1,3,15,10.85085
334,10,2,1,4,15,10.96754
334,11,2,1,5,15,10.975639
335,1,3,0,0,10,
335,2,3,0,0,11,
335,3,3,0,0,12,
335,4,3,0,0,13,
335,5,3,0,0,14,
335,6,3,0,0,15,
335,7,2,0,1,15,9.8968258
335,8,2,0,2,15,10.226108
335,9,2,0,3,15,10.408119
335,10,2,0,4,15,10.543365
335,11,2,0,5,15,10.599814
336,1,3,0,0,10,
336,2,3,0,0,11,
336,3,3,0,0,12,
336,4,3,0,0,13,
336,5,2,0,1,13,
336,6,2,0,2,13,
336,7,2,0,3,13,
336,8,2,0,4,13,10.03254
336,9,2,0,5,13,
336,10,3,0,5,14,
336,11,3,0,5,15,
337,1,3,0,0,10,
337,2,3,0,0,11,
337,3,3,0,0,12,
337,4,3,0,0,13,
337,5,3,0,0,14,
337,6,3,0,0,15,
337,7,3,0,0,16,
337,8,2,0,1,16,
337,9,2,0,2,16,10.012028
337,10,2,0,3,16,10.788428
337,11,2,0,4,16,10.845305
338,1,3,0,0,10,
338,2,3,0,0,11,
338,3,3,0,0,12,
338,4,2,0,1,12,8.8718977
338,5,1,1,1,12,
338,6,2,1,2,12,10.145669
338,7,1,2,2,12,
338,8,2,2,3,12,10.483936
338,9,2,2,4,12,10.764794
338,10,2,2,5,12,11.418835
338,11,2,2,6,12,11.110641
339,1,3,0,0,9,
339,2,3,0,0,10,
339,3,3,0,0,11,
339,4,3,0,0,12,
339,5,3,0,0,13,
339,6,3,0,0,14,
339,7,2,0,1,14,10.194349
339,8,2,0,2,14,10.034657
339,9,2,0,3,14,10.695774
339,10,2,0,4,14,
339,11,2,0,5,14,10.685378
340,1,3,0,0,9,
340,2,3,0,0,10,
340,3,2,0,1,10,6.281631
340,4,2,0,2,10,10.221563
340,5,2,0,3,10,
340,6,2,0,4,10,8.5750694
340,7,2,0,5,10,
340,8,2,0,6,10,
340,9,2,0,7,10,
340,10,2,0,8,10,9.7018728
340,11,2,0,9,10,
341,1,3,0,0,9,
341,2,3,0,0,10,
341,3,3,0,0,11,
341,4,3,0,0,12,
341,5,3,0,0,13,
341,6,1,1,0,13,10.918944
341,7,1,2,0,13,10.879838
341,8,2,2,1,13,10.859325
341,9,2,2,2,13,10.817415
341,10,1,3,2,13,
341,11,2,3,3,13,
342,1,3,0,0,9,
342,2,2,0,1,9,8.178751
342,3,2,0,2,9,9.0584126
342,4,2,0,3,9,9.6348429
342,5,2,0,4,9,9.283721
342,6,2,0,5,9,9.7907887
342,7,2,0,6,9,
342,8,2,0,7,9,8.9339275
342,9,2,0,8,9,9.6065626
342,10,1,1,8,9,9.746974
342,11,1,2,8,9,10.152159
343,1,3,0,0,10,
343,2,3,0,0,11,
343,3,3,0,0,12,
343,4,3,0,0,13,
343,5,3,0,0,14,
343,6,2,0,1,14,9.2036781
343,7,3,0,1,15,
343,8,3,0,1,16,
343,9,3,0,1,17,
343,10,1,1,1,17,10.887497
343,11,3,1,1,18,
344,1,2,0,1,8,
344,2,1,1,1,8,
344,3,1,2,1,8,
344,4,1,3,1,8,
344,5,2,3,2,8,8.5105314
344,6,2,3,3,8,
344,7,2,3,4,8,
344,8,2,3,5,8,9.6270752
344,9,2,3,6,8,
344,10,2,3,7,8,
344,11,2,3,8,8,
345,1,1,1,0,7,
345,2,1,2,0,7,
345,3,1,3,0,7,
345,4,1,4,0,7,
345,5,2,4,1,7,
345,6,2,4,2,7,
345,7,2,4,3,7,
345,8,2,4,4,7,
345,9,3,4,4,8,
345,10,1,5,4,8,
345,11,1,6,4,8,
346,1,3,0,0,10,
346,2,2,0,1,10,8.8718977
346,3,2,0,2,10,9.0584126
346,4,2,0,3,10,9.5170603
346,5,2,0,4,10,9.3578291
346,6,2,0,5,10,9.8778009
346,7,2,0,6,10,10.19681
346,8,2,0,7,10,9.8093967
346,9,2,0,8,10,9.7888842
346,10,2,0,9,10,9.3415089
346,11,2,0,10,10,9.7466936
347,1,2,0,1,9,
347,2,4,0,1,9,
347,3,4,0,1,9,
347,4,2,0,2,9,
347,5,2,0,3,9,
347,6,2,0,4,9,
347,7,4,0,4,9,
347,8,4,0,4,9,
347,9,4,0,4,9,
347,10,4,0,4,9,
347,11,4,0,4,9,
348,1,3,0,0,10,
348,2,2,0,1,10,9.0470562
348,3,1,1,1,10,
348,4,1,2,1,10,9.8778009
348,5,2,2,2,10,9.928546
348,6,2,2,3,10,10.03254
348,7,2,2,4,10,8.9134159
348,8,2,2,5,10,9.5646524
348,9,2,2,6,10,9.8267365
348,10,2,2,7,10,9.9438858
348,11,2,2,8,10,9.9276924
349,1,3,0,0,10,
349,2,3,0,0,11,
349,3,3,0,0,12,
349,4,3,0,0,13,
349,5,3,0,0,14,
349,6,3,0,0,15,
349,7,3,0,0,16,
349,8,3,0,0,17,
349,9,2,0,1,17,10.076567
349,10,2,0,2,17,10.2578
349,11,1,1,2,17,11.436174
350,1,3,0,0,10,
350,2,3,0,0,11,
350,3,1,1,0,11,9.8968258
350,4,2,1,1,11,9.8778009
350,5,2,1,2,11,10.071647
350,6,2,1,3,11,10.543365
350,7,1,2,3,11,10.769713
350,8,1,3,3,11,11.17409
350,9,1,4,3,11,11.339324
350,10,1,5,3,11,11.33018
350,11,1,6,3,11,11.362777
351,1,3,0,0,10,
351,2,3,0,0,11,
351,3,3,0,0,12,
351,4,3,0,0,13,
351,5,3,0,0,14,
351,6,3,0,0,15,
351,7,2,0,1,15,9.2498884
351,8,1,1,1,15,9.746974
351,9,1,2,1,15,9.8267365
351,10,4,2,1,15,
351,11,4,2,1,15,
352,1,3,0,0,10,
352,2,3,0,0,11,
352,3,2,0,1,11,
352,4,2,0,2,11,8.0162325
352,5,2,0,3,11,5.146389
352,6,2,0,4,11,
352,7,4,0,4,11,
352,8,4,0,4,11,
352,9,4,0,4,11,
352,10,4,0,4,11,
352,11,4,0,4,11,
353,1,3,0,0,9,
353,2,3,0,0,10,
353,3,2,0,1,10,6.0993094
353,4,2,0,2,10,
353,5,2,0,3,10,
353,6,2,0,4,10,10.119969
353,7,2,0,5,10,8.3861456
353,8,2,0,6,10,9.8485031
353,9,2,0,7,10,10.03254
353,10,2,0,8,10,
353,11,2,0,9,10,
354,1,3,0,0,10,
354,2,2,0,1,10,9.1220551
354,3,2,0,2,10,
354,4,2,0,3,10,9.8468695
354,5,2,0,4,10,10.002568
354,6,2,0,5,10,10.086067
354,7,2,0,6,10,10.165483
354,8,2,0,7,10,9.928546
354,9,2,0,8,10,9.5217142
354,10,2,0,9,10,9.2498884
354,11,2,0,10,10,9.8270168
355,1,3,0,0,10,
355,2,3,0,0,11,
355,3,3,0,0,12,
355,4,3,0,0,13,
355,5,3,0,0,14,
355,6,1,1,0,14,9.0213566
355,7,1,2,0,14,9.0023317
355,8,1,3,0,14,10.454639
355,9,1,4,0,14,10.502543
355,10,1,5,0,14,10.522854
355,11,1,6,0,14,10.925629
356,1,3,0,0,10,
356,2,2,0,1,10,9.4585276
356,3,2,0,2,10,8.4018946
356,4,1,1,2,10,10.221563
356,5,1,2,2,10,10.676297
356,6,1,3,2,10,10.670015
356,7,1,4,2,10,10.70708
356,8,1,5,2,10,10.677783
356,9,1,6,2,10,10.725687
356,10,2,6,3,10,10.785218
356,11,2,6,4,10,10.797213
357,1,3,0,0,10,
357,2,2,0,1,10,8.8718977
357,3,2,0,2,10,7.4489741
357,4,2,0,3,10,9.8799658
357,5,2,0,4,10,9.8968258
357,6,2,0,5,10,10.165483
357,7,2,0,6,10,
357,8,2,0,7,10,10.268929
357,9,2,0,8,10,10.137191
357,10,2,0,9,10,8.8715057
357,11,2,0,10,10,10.206225
358,1,3,0,0,10,
358,2,2,0,1,10,9.7515593
358,3,3,0,1,11,
358,4,3,0,1,12,
358,5,2,0,2,12,10.570948
358,6,2,0,3,12,10.454639
358,7,2,0,4,12,10.725687
358,8,2,0,5,12,10.3485
358,9,2,0,6,12,10.2578
358,10,2,0,7,12,10.240881
358,11,2,0,8,12,10.452629
359,1,3,0,0,10,
359,2,3,0,0,11,
359,3,3,0,0,12,
359,4,3,0,0,13,
359,5,3,0,0,14,
359,6,2,0,1,14,10.184507
359,7,2,0,2,14,9.6854286
359,8,2,0,3,14,10.071647
359,9,2,0,4,14,10.320222
359,10,2,0,5,14,10.012028
359,11,2,0,6,14,10.034657
360,1,3,0,0,11,
360,2,3,0,0,12,
360,3,2,0,1,12,9.1220551
360,4,3,0,1,13,
360,5,3,0,1,14,
360,6,2,0,2,14,10.210207
360,7,2,0,3,14,10.302291
360,8,2,0,4,14,9.6954784
360,9,2,0,5,14,9.8485031
360,10,2,0,6,14,9.6270752
360,11,2,0,7,14,9.6065626
361,1,3,0,0,10,
361,2,2,0,1,10,8.4289083
361,3,3,0,1,11,
361,4,3,0,1,12,
361,5,3,0,1,13,
361,6,3,0,1,14,
361,7,1,1,1,14,9.0023317
361,8,2,1,2,14,9.3095064
361,9,2,1,3,14,9.4039316
361,10,2,1,4,14,10.29971
361,11,2,1,5,14,10.152439
362,1,3,0,0,9,
362,2,3,0,0,10,
362,3,3,0,0,11,
362,4,3,0,0,12,
362,5,3,0,0,13,
362,6,3,0,0,14,
362,7,1,1,0,14,8.4025898
362,8,2,1,1,14,9.3415089
362,9,2,1,2,14,9.7466936
362,10,1,2,2,14,9.7207422
362,11,1,3,2,14,9.7845917
363,1,3,0,0,10,
363,2,3,0,0,11,
363,3,3,0,0,12,
363,4,3,0,0,13,
363,5,3,0,0,14,
363,6,3,0,0,15,
363,7,3,0,0,16,
363,8,2,0,1,16,10.253968
363,9,1,1,1,16,10.543365
363,10,1,2,1,16,11.398322
363,11,1,3,1,16,11.436455
364,1,3,0,0,10,
364,2,2,0,1,10,
364,3,2,0,2,10,9.4913607
364,4,2,0,3,10,9.6954784
364,5,2,0,4,10,
364,6,2,0,5,10,
364,7,2,0,6,10,
364,8,1,1,6,10,10.663265
364,9,2,1,7,10,10.758294
364,10,2,1,8,10,10.386603
364,11,1,2,8,10,10.355136
365,1,3,0,0,10,
365,2,3,0,0,11,
365,3,3,0,0,12,
365,4,3,0,0,13,
365,5,3,0,0,14,
365,6,3,0,0,15,
365,7,3,0,0,16,
365,8,3,0,0,17,
365,9,2,0,1,17,10.992857
365,10,1,1,1,17,11.17409
365,11,1,2,1,17,11.17381
366,1,3,0,0,10,
366,2,3,0,0,11,
366,3,4,0,0,11,
366,4,1,1,0,11,9.9705105
366,5,2,1,1,11,10.013924
366,6,2,1,2,11,
366,7,3,1,2,12,
366,8,3,1,2,13,
366,9,3,1,2,14,
366,10,3,1,2,15,
366,11,1,2,2,15,8.4025898
367,1,3,0,0,11,
367,2,3,0,0,12,
367,3,1,1,0,12,9.1220551
367,4,3,1,0,13,
367,5,3,1,0,14,
367,6,3,1,0,15,
367,7,3,1,0,16,
367,8,2,1,1,16,9.5901184
367,9,1,2,1,16,10.359329
367,10,1,3,1,16,
367,11,1,4,1,16,10.844937
368,1,3,0,0,11,
368,2,3,0,0,12,
368,3,3,0,0,13,
368,4,3,0,0,14,
368,5,3,0,0,15,
368,6,3,0,0,16,
368,7,2,0,1,16,10.071647
368,8,2,0,2,16,10.656694
368,9,2,0,3,16,10.769713
368,10,2,0,4,16,10.817415
368,11,2,0,5,16,10.925348
369,1,3,0,0,10,
369,2,3,0,0,11,
369,3,3,0,0,12,
369,4,3,0,0,13,
369,5,3,0,0,14,
369,6,3,0,0,15,
369,7,3,0,0,16,
369,8,1,1,0,16,9.8093967
369,9,3,1,0,17,
369,10,3,1,0,18,
369,11,1,2,0,18,10.519883
370,1,3,0,0,10,
370,2,3,0,0,11,
370,3,2,0,1,11,7.8173838
370,4,2,0,2,11,9.8778009
370,5,2,0,3,11,10.541651
370,6,2,0,4,11,10.502543
370,7,2,0,5,11,9.0957375
370,8,2,0,6,11,
370,9,2,0,7,11,9.9008436
370,10,1,1,7,11,9.4330597
370,11,4,1,7,11,
371,1,3,0,0,9,
371,2,2,0,1,9,7.5045853
371,3,4,0,1,9,
371,4,2,0,2,9,
371,5,2,0,3,9,
371,6,3,0,3,10,
371,7,3,0,3,11,
371,8,3,0,3,12,
371,9,3,0,3,13,
371,10,3,0,3,14,
371,11,4,0,3,14,
372,1,3,0,0,10,
372,2,3,0,0,11,
372,3,3,0,0,12,
372,4,3,0,0,13,
372,5,3,0,0,14,
372,6,1,1,0,14,8.5105314
372,7,1,2,0,14,10.65099
372,8,1,3,0,14,10.829332
372,9,3,3,0,15,
372,10,1,4,0,15,10.194349
372,11,1,5,0,15,11.269401
373,1,3,0,0,10,
373,2,3,0,0,11,
373,3,3,0,0,12,
373,4,2,0,1,12,
373,5,2,0,2,12,
373,6,2,0,3,12,9.3388042
373,7,1,1,3,12,8.9730349
373,8,1,2,3,12,9.9986382
373,9,2,2,4,12,
373,10,2,2,5,12,10.152439
373,11,2,2,6,12,10.095
374,1,3,0,0,10,
374,2,3,0,0,11,
374,3,1,1,0,11,9.2773638
374,4,1,2,0,11,9.8468695
374,5,1,3,0,11,10.656494
374,6,2,3,1,11,
374,7,2,3,2,11,
374,8,2,3,3,11,9.6148882
374,9,2,3,4,11,
374,10,1,4,4,11,7.0808344
374,11,1,5,4,11,9.9701176
375,1,1,1,0,10,9.3948841
375,2,4,1,0,10,
375,3,2,1,1,10,6.2079458
375,4,2,1,2,10,9.0023317
375,5,2,1,3,10,9.3095064
375,6,2,1,4,10,9.6270752
375,7,2,1,5,10,
375,8,2,1,6,10,10.2578
375,9,2,1,7,10,10.095
375,10,2,1,8,10,10.231567
375,11,2,1,9,10,10.397696
376,1,3,0,0,9,
376,2,3,0,0,10,
376,3,2,0,1,10,7.580914
376,4,3,0,1,11,
376,5,3,0,1,12,
376,6,3,0,1,13,
376,7,2,0,2,13,
376,8,4,0,2,13,
376,9,2,0,3,13,
376,10,2,0,4,13,
376,11,2,0,5,13,
377,1,2,0,1,10,
377,2,2,0,2,10,
377,3,2,0,3,10,8.1307659
377,4,3,0,3,11,
377,5,3,0,3,12,
377,6,3,0,3,13,
377,7,3,0,3,14,
377,8,3,0,3,15,
377,9,3,0,3,16,
377,10,1,1,3,16,9.4590111
377,11,1,2,3,16,10.371329
378,1,3,0,0,11,
378,2,3,0,0,12,
378,3,3,0,0,13,
378,4,3,0,0,14,
378,5,3,0,0,15,
378,6,3,0,0,16,
378,7,1,1,0,16,9.7145042
378,8,1,2,0,16,9.0023317
378,9,2,2,1,16,10.071647
378,10,2,2,2,16,9.5217142
378,11,2,2,3,16,8.8300343
379,1,3,0,0,11,
379,2,3,0,0,12,
379,3,3,0,0,13,
379,4,3,0,0,14,
379,5,3,0,0,15,
379,6,3,0,0,16,
379,7,1,1,0,16,9.4723358
379,8,1,2,0,16,9.928546
379,9,1,3,0,16,10.908009
379,10,1,4,0,16,10.96754
379,11,1,5,0,16,10.925629
380,1,3,0,0,10,
380,2,2,0,1,10,5.3695326
380,3,2,0,2,10,
380,4,2,0,3,10,8.9159966
380,5,2,0,4,10,
380,6,2,0,5,10,7.3635964
380,7,2,0,6,10,2.7193198
380,8,2,0,7,10,
380,9,2,0,8,10,
380,10,3,0,8,11,
380,11,2,0,9,11,
381,1,3,0,0,10,
381,2,3,0,0,11,
381,3,3,0,0,12,
381,4,3,0,0,13,
381,5,3,0,0,14,
381,6,3,0,0,15,
381,7,2,0,1,15,8.8676739
381,8,3,0,1,16,
381,9,3,0,1,17,
381,10,1,1,1,17,8.7416248
381,11,1,2,1,17,9.053546
382,1,3,0,0,11,
382,2,3,0,0,12,
382,3,3,0,0,13,
382,4,3,0,0,14,
382,5,3,0,0,15,
382,6,3,0,0,16,
382,7,3,0,0,17,
382,8,1,1,0,17,9.9701176
382,9,1,2,0,17,11.111935
382,10,1,3,0,17,10.846753
382,11,1,4,0,17,10.857228
383,1,2,0,1,7,7.289474
383,2,2,0,2,7,9.0950413
383,3,2,0,3,7,9.635026
383,4,2,0,4,7,9.7889938
383,5,2,0,5,7,7.4119186
383,6,2,0,6,7,
383,7,2,0,7,7,8.9730349
383,8,2,0,8,7,8.710784
383,9,2,0,9,7,7.303978
383,10,4,0,9,7,
383,11,4,0,9,7,
384,1,3,0,0,10,
384,2,3,0,0,11,
384,3,3,0,0,12,
384,4,3,0,0,13,
384,5,3,0,0,14,
384,6,1,1,0,14,9.3578291
384,7,2,1,1,14,9.6954784
384,8,2,1,2,14,10.071647
384,9,2,1,3,14,10.820997
384,10,2,1,4,14,
384,11,2,1,5,14,10.520164
385,1,3,0,0,10,
385,2,3,0,0,11,
385,3,3,0,0,12,
385,4,3,0,0,13,
385,5,3,0,0,14,
385,6,3,0,0,15,
385,7,1,1,0,15,8.3091841
385,8,1,2,0,15,9.443038
385,9,1,3,0,15,10.543365
385,10,1,4,0,15,10.887497
385,11,1,5,0,15,10.925629
386,1,3,0,0,10,
386,2,3,0,0,11,
386,3,3,0,0,12,
386,4,3,0,0,13,
386,5,3,0,0,14,
386,6,1,1,0,14,7.4589067
386,7,1,2,0,14,11.195691
386,8,1,3,0,14,11.175179
386,9,1,4,0,14,11.356412
386,10,1,5,0,14,11.356132
386,11,1,6,0,14,11.37897
387,1,3,0,0,9,
387,2,3,0,0,10,
387,3,3,0,0,11,
387,4,3,0,0,12,
387,5,3,0,0,13,
387,6,3,0,0,14,
387,7,2,0,1,14,9.7145042
387,8,2,0,2,14,10.889401
387,9,1,1,2,14,11.052476
387,10,2,1,3,14,10.979036
387,11,2,1,4,14,10.79593
388,1,3,0,0,10,
388,2,3,0,0,11,
388,3,3,0,0,12,
388,4,3,0,0,13,
388,5,3,0,0,14,
388,6,3,0,0,15,
